ID,Colour,Name,Capital,Tax,Production,Manpower,"Total Dev (0 means cant colonize, but can with only 1)",Trade Good,Terrain (see https://eu4.paradoxwikis.com/Province#Terrain for types),Special (is wasteland/uncolonized/sea),Region,Religion,Culture,Fort (Level),Center of Trade Level,Owner,Cores (not including owner),Controller,"Climate (arid, arctic, tropical)","Winter (cold, normal, mild)"
263,same,Edinsbern,Edinsbern,10,9,9,28,Ships,,,,Brilthic Church,Lower Brilthic,,1,,,,,
264,same,Corath,Baylewith,3,3,2,8,Fish,,,,Ywakra,Lower Brilthic,,,,,,,
265,same,Fishpoint,Fishpoint,2,4,2,8,Fish,,,,Brilthic Church,Lower Brilthic,,,,,,,
266,same,Morarch,Woodlock,2,3,3,8,Fruit,,,,Brilthic Church,Orsh,,,,,,,
267,same,Caewind,Grey Hearth,4,3,3,10,Naval Supplies,,,,Brilthic Church,Lower Brilthic,,,,,,,
268,same,Karkow,Karkow,8,6,6,20,Livestock,,,,Brilthic Church,Lower Brilthic,,,,,,,
269,same,Ballan,Ballan,12,10,14,36,Paper,,,,Brilthic Church,Lower Brilthic,1,2,,,,,
270,same,Solstire End,Commorey,8,6,5,19,Glass,,,,Brilthic Church,Soling,,,,,,,
271,same,Shacktown,Shacktown,9,6,6,21,Fish,,,,Brilthic Church,Soling,,,,,,,
272,same,North Solstire,Ytterburgh,4,4,4,12,Grain,,,,Brilthic Church,Soling,,,,,,,
273,same,Ywes,Nuckleburn,3,3,3,9,Livestock,,,,Celiicean,Soling,,,,,,,
274,same,Dun Murdrach,Murre,2,2,2,6,Wool,,,,Celiicean,Dunlandic,1,,,,,,
275,same,Lindow,Lindow,10,9,7,26,Art,,,,The Coin,Aven,,1,,,,,
276,same,Whelby,Whelby,9,7,8,24,Cloth,,,,The Coin,Aven,,,,,,,
277,same,Debbes,Debbesport,13,12,12,37,Ships,,,,The Coin,Aven,1,3,,,,,
278,same,Kalren,Kalrock,4,5,5,14,Iron,,,,Brilthic Church,Aven,1,,,,,,
279,same,Avan,Gaer Avan,5,5,6,16,Grain,,,,Brilthic Church,Aven,,,,,,,
280,same,Kintown,Kintown,7,6,7,20,Naval Supplies,,,,Brilthic Church,Graen,,1,,,,,
281,same,Fallows Ridge,Fallows,3,4,3,10,copper,,,,Brilthic Church,Aven,,,,,,,
282,same,Cavalshire,Caval,5,6,5,16,Horses,,,,Brilthic Church,Soling,,,,,,,
283,same,Greythen,Pidge,3,3,3,9,Livestock,,,,Brilthic Church,Graen,,,,,,,
284,same,Central Greyswood,Appletree,3,4,3,10,Fruit,,,,Brilthic Church,Graen,,,,,,,
285,same,North Greyswood,Under Green Leaves,2,2,2,6,fur,,,,Brilthic Church,Graen,,,,,,,
286,same,Hillockburn,Kowing,1,3,1,5,Iron,,,,Brilthic Church,Graen,,,,,,,
287,same,Loguntar,Wauodhen,4,5,2,11,Herbs,,,,Brilthic Church,Graen,1,,,,,,
288,same,Iodh,Crai a Iodh,1,2,2,5,Wool,,,,Dochar,Steplandic,,,,,,,
289,same,Athben Steps,Each,3,3,3,9,Livestock,,,,Dochar,Steplandic,1,,,,,,
290,same,Brich,Brich,4,3,6,13,Iron,,,,Dochar,Steplandic,,,,,,,
291,same,Arvahn,Arvahn,3,2,5,10,Wool,,,,Dochar,Steplandic,,,,,,,
292,same,Diobhne,Crai a Diobhne,4,4,6,14,Wool,,,,Dochar,Steplandic,1,1,,,,,
293,same,Carren Hill,Carrardonagagh,4,3,5,12,copper,,,,Dochar,Steplandic,,,,,,,
294,same,Isidhuan,Dromahen,2,2,2,6,Wool,,,,Dochar,Steplandic,,,,,,,
295,same,Arghcle,Graig,3,2,3,8,Wool,,,,Dochar,Ruwwesk,,,,,,,
296,same,Bebenoe,Gneevagduhn,1,2,2,5,Iron,,,,Dochar,Ruwwesk,,,,,,,
297,same,Asthoe,Asthoe,5,4,6,15,Wool,,,,Dochar,Ruwwesk,,1,,,,,
298,same,Aethelbas,Rannath,2,3,3,8,Dragon Hide,,,,Dochar,Ruwwesk,1,,,,,,
299,same,Taghmore,Torrin,4,2,3,9,Coal,,,,Dochar,Ruwwesk,,,,,,,
300,same,Skyross,Osbec,3,3,3,9,Ancient Artifacts,,,,Dochar,Ruwwesk,,,,,,,
301,same,Carredmuir,Polleigh,3,2,2,7,Iron,,,,Dochar,Donairdan,,,,,,,
302,same,Cohcne,Crai a Cohcne,3,4,4,11,Wool,,,,Dochar,Donairdan,1,,,,,,
303,same,Donnall,Abrux,5,3,7,15,Wool,,,,Dochar,Donairdan,,,,,,,
304,same,Lecan,Hotchloe,3,3,3,9,Wool,,,,Dochar,Donairdan,,,,,,,
305,same,Ballin Brugg,Bruggton,4,3,4,11,Wool,,,,Dochar,Donairdan,,,,,,,
306,same,Leithin,Leithin,6,4,6,16,Livestock,,,,Dochar,Donairdan,,1,,,,,
307,same,Ballin Caer,Caeron,3,4,5,12,Iron,,,,Dochar,Two Mountmen,,,,,,,
308,same,Lone,Crai a Lone,4,3,4,11,Wool,,,,Dochar,Donairdan,,,,,,,
309,same,Ichuer,Taher,2,1,3,6,Wool,,,,Dochar,Two Mountmen,,,,,,,
310,same,Usscaer,Cheurtaigh,1,1,2,4,Coal,,,,Dochar,Crowfoot,,,,,,,
311,same,Crowfoot Pass,Crowfoot,2,2,5,9,Dyes,,,,Dochar,Crowfoot,,,,,,,
312,same,Ac Fher,Fherehain,2,3,3,8,Dyes,,,,Dochar,Crowfoot,,,,,,,
313,same,Cottersbrouw,Mhicno,1,2,2,5,Iron,,,,Dochar,Crowfoot,,,,,,,
314,same,Slonon,Slonon,6,5,7,18,Dyes,,,,Dochar,Crowfoot,,1,,,,,
315,same,Gotnesaig,Cobhen,3,3,4,10,Wool,,,,Dochar,Two Mountmen,,,,,,,
316,same,Asterlands,Rathlaigh,3,3,2,8,Wool,,,,Dochar,Crowfoot,,,,,,,
317,same,Mount Crow,Acusghraim,2,4,2,8,Coal,,,,Dochar,Two Mountmen,1,,,,,,
318,same,Ballin Estecc,Eston,3,4,2,9,copper,,,,Dochar,Two Mountmen,,,,,,,
319,same,Mount Owain,Naastereaghnuir,2,3,3,8,Gold,,,,Dochar,Two Mountmen,1,,,,,,
320,same,Elcnoe,Elcnoe,7,6,6,19,Wool,,,,Dochar,Two Mountmen,1,1,,,,,
321,same,Karolwyn,Jaktan,3,3,5,11,Dragon Hide,,,,Murtharic,Pjotrish,,,,,,,
322,same,Warshvat,Warshvat,8,6,7,21,Beer,,,,Murtharic,Pjotrish,1,1,,,,,
323,same,Okran Steps,Okursk,2,2,3,7,Iron,,,,Murtharic,Pjotrish,,,,,,,
324,same,Razca,Razcywywn,2,4,3,9,Coal,,,,Murtharic,Pjotrish,,,,,,,
325,same,Nalecusnyr,Nalec,3,2,2,7,Naval Supplies,,,,Murtharic,Pjotrish,,,,,,,
326,same,Bovrobec,Bovrobec,5,3,4,12,fur,,,,Murtharic,Pjotrish,,,,,,,
327,same,Uka Rathiv,Klotynka,1,1,1,3,Wool,,,,Murtharic,Kevvan,,,321,1215;182;154;79;Tajura;x,,,
328,same,Brezniewo,Brezniewo,4,3,4,11,Wool,,,,Murtharic,Kevvan,,,322,1216;54;156;126;Dar Nuba;x,,,
329,same,Kev,Kev,6,5,7,18,fur,,,,Murtharic,Kevvan,1,1,323,1217;182;158;173;Fazughli;x,,,
330,same,Uka Ivihyn,Ostrola,2,3,1,6,copper,,,,Murtharic,Kevvan,,,324,1218;54;32;32;Kefa;x,,,
331,same,Volots,Volots,5,4,5,14,fur,,,,Murtharic,Kevvan,,,325,1219;183;34;79;Kordofan;x,,,
332,same,Besakd,Besakd,5,4,5,14,fur,,,,Murtharic,Kevvan,,,326,1220;55;36;126;Dar Ja'al;x,,,
333,same,Przygodla,Strzeny,2,3,3,8,Naval Supplies,,,,Murtharic,Tvaric,,,327,1221;183;38;173;Taqali;x,,,
334,same,Tvaryn,Tvaryn,6,4,4,14,Cloth,,,,Murtharic,Tvaric,,,328,1222;55;40;32;Gezira;x,,,
335,same,Tranvryw,Ociazki,4,3,3,10,Honey,,,,Murtharic,Tvaric,,,329,1233;185;62;173;Kharga;x,,,
336,same,Lakkoc,Bonice,2,2,2,6,Naval Supplies,,,,Murtharic,Tvaric,,,330,1234;57;164;32;Qasr Ibrim;x,,,
337,same,Olowiets,Swielyw,3,3,3,9,Naval Supplies,,,,Murtharic,Tvaric,,,331,1250;1;200;200;Vänern;x,,,
338,same,Altarsk,Altarsk,5,4,6,15,Naval Supplies,,,,Murtharic,Tvaric,,,332,1251;2;200;250;Vättern;x,,,
339,same,Bydogyz,Bydogyz,8,6,7,21,Paper,,,,Murtharic,Tvaric,1,1,333,1299;50;200;250;Shetland Straits;x,,,
340,same,Ghavrar,Ghav,4,5,5,14,fur,,,,Murtharic,Darkwoodsmen,,,334,1285;36;250;250;St. George's Channel;x,,,
341,same,Tarov,Tarovglysiev,6,5,5,16,Naval Supplies,,,,Murtharic,Darkwoodsmen,,,335,1272;23;220;250;The Channel;x,,,
342,same,Darkwood,By Shadow,3,4,6,13,Spices,,,,Murtharic,Darkwoodsmen,1,,336,1252;3;220;250;Gulf of Bothnia;x,,,
343,same,Ulstyzycyn,Chlud,1,1,1,3,Naval Supplies,,,,Murtharic,Darkwoodsmen,,,337,1253;4;250;250;Ålands Hav;x,,,
344,same,Wielnowas,Nowas,2,3,2,7,fur,,,,Murtharic,Darkwoodsmen,,,338,1254;5;200;200;Gulf of Finland;x,,,
345,same,Uka Povra,Mieczstyn,1,2,2,5,Gold,,,,Murtharic,Kevvan,,,339,1255;6;200;250;Western Baltic Sea;x,,,
346,same,Janna,Jankowac,3,2,3,8,Fungi,,,,Murtharic,Kevvan,,,340,1256;7;220;250;Gulf of Riga;x,,,
347,same,Akrunachez,Kokscczyn,3,3,3,9,fur,,,,Murtharic,Kevvan,,,341,1257;8;250;250;Southern Baltic Sea;x,,,
348,same,Dewesie,Dewiec,6,4,5,15,Naval Supplies,,,,Murtharic,Nievan,,,342,1258;9;200;200;Öresund;x,,,
349,same,Zlathocs,Lugowka,4,5,5,14,Naval Supplies,,,,Murtharic,Nievan,,,343,1259;10;200;250;Kattegat;x,,,
350,same,Drazangownie,Drzago,6,4,5,15,fur,,,,Murtharic,Nievan,,,344,1260;11;220;250;Peipsi Järv;x,,,
351,same,Chaluzka,Gwiazinka,4,4,3,11,Herbs,,,,Murtharic,Nievan,,,345,1261;12;250;250;Ladoga;x,,,
352,same,Obreneh,Obreneh,7,6,5,18,Herbs,,,,Murtharic,Nievan,,1,346,1262;13;200;200;Onega;x,,,
353,same,Zelen,Zelezjek,4,4,4,12,Naval Supplies,,,,Murtharic,Nievan,,,347,1263;14;200;250;Barents Sea;x,,,
354,same,Nievosov,Nievosov,9,7,8,24,Beer,,,,Murtharic,Nievan,1,1,348,1264;15;220;250;Lofoten Sea;x,,,
355,same,Highview,Layuj,3,3,3,9,Wool,,,,Murtharic,Yearsend,,,349,1265;16;250;250;Northern Norwegian Sea;x,,,
356,same,Vinewood,Vinesti,2,4,2,8,Naval Supplies,,,,Murtharic,Yearsend,,,350,1266;17;200;200;Southern Norwegian Sea;x,,,
357,same,Yearlake,Yearlake,5,6,3,14,fur,,,,Murtharic,Yearsend,,,351,1267;18;200;250;Skagerrack;x,,,
358,same,Aere,Aerys,3,3,2,8,Naval Supplies,,,,Murtharic,Yearsend,,,352,1268;19;220;250;Helgoland Bight;x,,,
359,same,Rivermark,Rivermark,5,4,5,14,Naval Supplies,,,,Murtharic,Allar,1,,353,1269;20;250;250;Coast of Holland;x,,,
360,same,Luz Forest,Luzau,2,2,2,6,fur,,,,Murtharic,Allar,,,354,1270;21;200;200;Dogger Bank;x,,,
361,same,Aonem,Elatu,2,3,1,6,fur,,,,Murtharic,Verric,,,355,1271;22;200;250;Straits of Dover;x,,,
362,same,Saurgh,Saurgiu,2,2,1,5,Herbs,,,,Murtharic,Verric,,,356,1300;51;220;250;Western Mediterranean;x,,,
363,same,Towerway,Nine Towers,7,10,4,21,Magic Goods,,,,Murtharic,Allar,1,1,357,1301;52;250;250;Barbary Coast;x,,,
364,same,Lienne,Lienne,8,7,7,22,Art,,,,Murtharic,Allar,,,358,1302;53;200;200;Cape Bon;x,,,
365,same,Laurien,Laurien,11,9,9,29,Paper,,,,Murtharic,Allar,1,2,359,1303;54;200;250;Tyrrenean Sea;x,,,
366,same,South Laure,Honesti,5,4,4,13,Livestock,,,,Murtharic,Allar,,,360,1304;55;220;250;Bay of Naples;x,,,
367,same,Athen,Athelsoara,6,4,4,14,Livestock,,,,Murtharic,Allar,,,361,1305;56;250;250;Gulf of Gabes;x,,,
368,same,Kaval,Kavagalia,3,4,4,11,Naval Supplies,,,,Murtharic,Ormian,,,362,1306;181;48;132;Sao Tome;x,,,
369,same,Ormion,Ormion,10,8,9,27,Cloth,,,,Murtharic,Ormian,1,1,363,1307;58;200;250;Straits of Messina;x,,,
370,same,Allar Gate,Pasenne,3,3,6,12,Naval Supplies,,,,Murtharic,Ormian,1,,364,1308;59;220;250;Gulf of Venice;x,,,
371,same,Celwood,Saghcele,2,3,2,7,Naval Supplies,,,,Murtharic,Ormian,,,365,1309;60;250;250;Adriatic Sea;x,,,
372,same,Veradan,Veradan,9,7,7,23,Salt,,,,Murtharic,Verric,1,1,366,1310;61;200;200;Straits of Otranto;x,,,
373,same,Bufte,Bufteasoara,4,5,4,13,Livestock,,,,Murtharic,Verric,,,367,1311;62;200;250;Gulf of Taranto;x,,,
374,same,Aranes,Aranesti,5,6,4,15,Beer,,,,Murtharic,Verric,,,368,1312;63;220;250;Ionian Sea;x,,,
375,same,Usilan,Usaea,3,4,3,10,Herbs,,,,Murtharic,Verric,,,369,1313;64;250;250;Gulf of Sirte;x,,,
376,same,Maurwood,Maurien,3,2,2,7,Naval Supplies,,,,Murtharic,Verric,,,370,1314;65;200;200;Gulf of Tobruk;x,,,
377,same,West Border,Illatrii,3,2,3,8,Horses,,,,Syllari Temple,Rhaur,1,,371,1315;66;200;250;Bay of Alexandrian;x,,,
378,same,Rhoen,Rhoen,10,10,10,30,Horses,,,,Syllari Temple,Rhaur,1,1,372,1316;67;220;250;Palestinian Coast;x,,,
379,same,Limara,Limara,9,8,8,25,Art,,,,Syllari Temple,Rhaur,,,373,1317;68;250;250;Gulf of Cyprus;x,,,
380,same,Roehen,Roehen,4,3,3,10,Grain,,,,Syllari Temple,Rhaur,,,374,1318;209;246;4;Spis;x,,,
381,same,North Border,Vyltar,2,2,2,6,Naval Supplies,,,,Syllari Temple,Rhaur,1,,375,1319;70;200;250;Aegean Sea;x,,,
382,same,Fel Aenmyr,Kathrint,3,5,3,11,Salt,,,,Syllari Temple,Rhaur,,,376,1320;71;220;250;Sea of Marmara;x,,,
383,same,Cistern,Vaelas,4,3,4,11,Grain,,,,Syllari Temple,Aelean,,,377,1321;72;250;250;Gulf of Varna;x,,,
384,same,Auorside,Shirin,6,5,5,16,Grain,,,,Syllari Temple,Rhaur,,,378,1322;73;200;200;Gulf of Odessa;x,,,
385,same,Syrd,Syrd,12,12,10,34,Cloth,,,,Syllari Temple,Rhaur,1,1,379,1323;74;200;250;Sea of Azov;x,,,
386,same,Hyles,Hylestar,10,9,9,28,Glass,,,,Syllari Temple,Rhaur,,,380,1324;75;220;250;Eastern Black Sea;x,,,
387,same,Sunwater,Sunwater Gate,7,9,9,25,Magic Goods,,,,Syllari Temple,Rhaur,1,,381,1325;76;250;250;Lake Balaton;x,,,
388,same,Vigil,Vigil,9,8,11,28,Paper,,,,Syllari Temple,Aelean,,,382,1326;77;200;200;Caspian Sea;x,,,
389,same,Ael'jandor,Ael'jandor,16,15,12,43,Magic Goods,,,,Syllari Temple,Aelean,1,2,383,1327;78;200;250;Aral Sea;x,,,
390,same,Balas,Balasan,6,5,5,16,Marble,,,,Syllari Temple,Aelean,1,,384,1328;79;220;250;Gulf of Suez;x,,,
391,same,Mereneth,Mereneth,8,8,8,24,Instruments,,,,Syllari Temple,Aelean,,,385,1329;80;250;250;Red Sea;x,,,
392,same,Limyer,Limyer,12,11,9,32,Dyes,,,,Syllari Temple,Aelean,1,1,386,1330;81;200;200;Straits of Obokk;x,,,
393,same,Eeaster,Estasil,5,4,4,13,Livestock,,,,Syllari Temple,Aelean,,,387,1331;82;200;250;Bal el Mandeb;x,,,
394,same,Sunfall,Nelas,6,5,6,17,Grain,,,,Syllari Temple,Aelean,,,388,1332;83;220;250;Coast of Mascate;x,,,
395,same,Westlake,Midia,4,4,4,12,Grain,,,,Syllari Temple,Aelean,,,389,1333;84;250;250;Gulf of Masirah;x,,,
396,same,Eleon,Eleon,11,13,11,35,Dyes,,,,Syllari Temple,Aelean,1,1,390,1334;85;200;200;Straits of Hormuz;x,,,
397,same,Gandalur,Gandalur,7,8,7,22,Cloth,,,,Syllari Temple,Aelean,,,391,1335;86;200;250;Persian Gulf;x,,,
398,same,Threin,Threin,8,7,8,23,Magic Goods,,,,Syllari Temple,Duwaring,1,,392,1336;87;220;250;Gulf of Indus;x,,,
399,same,Llandar,Llandar (Covenant),16,12,16,44,Paper,,,,Syllari Temple,Duwaring,1,2,393,1337;88;250;250;Gulf of Gujarat;x,,,
400,same,Vaalwood,Vaalus,3,4,4,11,Naval Supplies,,,,Syllari Temple,Narinya,,,394,1338;89;200;200;Laquedive Islands;x,,,
401,same,Fel Narinya,Ynye,4,3,2,9,Naval Supplies,,,,Syllari Temple,Narinya,,,395,1339;90;200;250;Coast of Malabar;x,,,
402,same,Naerine,Naerine,6,7,5,18,Naval Supplies,,,,Syllari Temple,Narinya,,,396,1340;91;220;250;Comorin Cape;x,,,
403,same,Arthynwyn,Undule,5,4,4,13,Wine,,,,Syllari Temple,Narinya,,,397,1341;92;250;250;Coast of Caramandel;x,,,
404,same,Elvendale,Kohyn,5,6,5,16,Wine,,,,Syllari Temple,Duwaring,,,398,1367;118;200;250;South China Sea;x,,,
405,same,Mithras,Bedelas,2,2,4,8,Grain,,,,Syllari Temple,Duwaring,,,399,1369;120;250;250;Coast of Annam;x,,,
406,same,Felloan,Felloan,7,6,11,24,Livestock,,,,Syllari Temple,Duwaring,,,400,1370;121;200;200;Gulf of Tonkin;x,,,
407,same,Broken Hills,Man's Folly,2,1,5,8,Iron,,,,Blood Cult,Duwaring,1,,,,,,
408,same,Urent,Urent,8,9,8,25,Cloth,,,,Syllari Temple,Duwaring,,,,,,,
409,same,Dunmane,Dunmane,10,11,8,29,Art,,,,Syllari Temple,Duwaring,,,,,,,
410,same,Riverend,Riverend,7,7,8,22,Salt,,,,Syllari Temple,Duwaring,,,,,,,
411,same,Senon,Senon,14,13,13,40,Salt,,,,Syllari Temple,Senar,1,1,,,,,
412,same,Plumwood,Umele,7,7,4,18,Fruit,,,,Syllari Temple,Senar,,,,,,,
413,same,Duvaran,Duvaran,8,7,6,21,Wine,,,,Syllari Temple,Senar,,,,,,,
414,same,Inall,Inall,11,12,11,34,Wine,,,,Syllari Temple,Senar,,1,,,,,
415,same,Yovann,Lothalain,6,7,6,19,Wine,,,,Syllari Temple,Senar,,,,,,,
416,same,Jeeth,Jeeniyen,5,6,6,17,Fruit,,,,Syllari Temple,Lightborn,1,,,,,,
417,same,Doshiyr,Dosinayen,8,9,8,25,Magic Goods,,,,Syllari Temple,Lightborn,,,,,,,
418,same,Pamia,Amaene,6,7,4,17,Livestock,,,,Syllari Temple,Lightborn,,,,,,,
419,same,Lowlight,Faervythwyn,4,3,3,10,Grain,,,,Syllari Temple,Lightborn,,,,,,,
420,same,Starlight,Starlight,9,8,6,23,Magic Goods,,,,Syllari Temple,Lightborn,,,,,,,
421,same,Upper Moon,Morne,2,3,2,7,Wool,,,,Murtharic,Moonish,,,,,,,
422,same,Ten Stones,Stone Ring,3,3,3,9,Stone,,,,Murtharic,Moonish,,,,,,,
423,same,Reamoon,Reamoon,7,5,5,17,Livestock,,,,Altran Church,Moonish,,,,,,,
424,same,Huntsville,Huntsville,6,7,6,19,fur,,,,Murtharic,Bernothic,,,,,,,
425,same,Northtree,Masley,4,4,4,12,Naval Supplies,,,,Murtharic,Bernothic,,,,,,,
426,same,Treeshores,By River,3,4,3,10,Honey,,,,Murtharic,Bernothic,,,,,,,
427,same,Calsey,Adown,3,3,3,9,Naval Supplies,,,,Murtharic,Riverlandish,,,,,,,
428,same,Dove Hills,Dovell,3,2,2,7,Naval Supplies,,,,Altran Church,Aldon,,,,,,,
429,same,Elvenwoods,Genna,2,4,2,8,Herbs,,,,Altran Church,Aldon,,,,,,,
430,same,Negetta,Negetta,8,10,5,23,Dyes,,,,Altran Church,Aldon,,,,,,,
431,same,Aldor,Aldor,12,13,8,33,Magic Goods,,,,Altran Church,Aldon,1,1,,,,,
432,same,Barlet,Barlet,6,6,5,17,Grain,,,,Altran Church,Riverlandish,,,,,,,
433,same,Calrshire,Cacley,5,4,5,14,Grain,,,,Altran Church,Riverlandish,,,,,,,
434,same,Riverway,Riverway,10,10,9,29,Livestock,,,,Altran Church,Riverlandish,1,1,,,,,
435,same,Firstbridge,Moroes,7,5,5,17,Grain,,,,Altran Church,Riverlandish,,,,,,,
436,same,Hillhome,Hillhome,4,5,4,13,Iron,,,,Altran Church,Riverlandish,,,,,,,
437,same,North Giantswood,Orknaswic,3,2,3,8,Fungi,,,,Altran Church,Bernothic,,,,,,,
438,same,South Giantswood,Bernoth,3,4,4,11,Naval Supplies,,,,Altran Church,Bernothic,,,,,,,
439,same,Connor,Connor,5,6,5,16,Naval Supplies,,,,Altran Church,Bernothic,,,,,,,
440,same,Heyshire,Heyleth,6,6,5,17,Beer,,,,Altran Church,Bernothic,,,,,,,
441,same,Irburn,Iridsby,7,6,6,19,Grain,,,,Altran Church,Moltrese,,,,,,,
442,same,Linderton,Linderton,10,8,11,29,Grain,,,,Altran Church,Moltrese,1,1,,,,,
443,same,Willdey,Willdey,7,6,6,19,Beer,,,,Altran Church,Moltrese,,,,,,,
444,same,Moon's End,Farrows Split,5,4,4,13,Grain,,,,Altran Church,Riverlandish,,,,,,,
445,same,Westmoon,Warvel,2,3,2,7,Wool,,,,Altran Church,Moonish,,,,,,,
446,same,Nordland,Nordland Keep,2,2,6,10,Wool,,,,Altran Church,Nordic,1,,,,,,
447,same,Cinderbrooke,Cinderbrooke,9,12,13,34,Iron,,,,Altran Church,Nordic,1,1,,,,,
448,same,Keith,Crainburrough,2,2,2,6,Iron,,,,Altran Church,Nordic,,,,,,,
449,same,Opir's Tears,Longham,4,3,3,10,Grain,,,,Altran Church,Nordic,,,,,,,
450,same,Ninthstead,Weyburgh,3,3,3,9,Livestock,,,,Altran Church,Nordic,,,,,,,
451,same,Cowlon,Cowlon,15,11,12,38,Cloth,,,,Altran Church,Moltrese,1,1,,,,,
452,same,Astershire,Asterly,5,6,6,17,Grain,,,,Altran Church,Nordic,,,,,,,
453,same,Kerrington,Fourship,4,4,2,10,Grain,,,,Altran Church,Moltrese,,,,,,,
454,same,Candleton,Candleton,7,5,5,17,Glass,,,,Altran Church,Moltrese,,,,,,,
455,same,Keltran,Keltran,18,14,16,48,Paper,,,,Altran Church,Moltrese,1,2,,,,,
456,same,North Kingsway,Doverne,4,3,3,10,Cloth,,,,Altran Church,Moltrese,,,,,,,
457,same,Baleright,Briggsly,5,6,3,14,Grain,,,,Altran Church,Moltrese,,,,,,,
458,same,South Kingsway,Ranton,5,4,4,13,Grain,,,,Altran Church,Moltrese,,,,,,,
459,same,Avendale,Avenville,7,7,7,21,Fruit,,,,Altran Church,Moltrese,,,,,,,
460,same,Esfamlends,Maltris,4,3,3,10,Livestock,,,,Altran Church,Moltrese,1,2,,,,,
461,same,Karsan,Karsan,20,12,15,47,Paper,,,,Altran Church,Angmish,,,,,,,
462,same,Branet,Branet,6,6,6,18,Honey,,,,Altran Church,Angmish,,,,,,,
463,same,The Ellan,Oldton,5,5,5,15,Grain,,,,Altran Church,Angmish,,,,,,,
464,same,Crossings,Crossing,6,4,5,15,Grain,,,,Altran Church,Angmish,,1,,,,,
465,same,Sumersyle,Pelene,7,5,4,16,Livestock,,,,Altran Church,Angmish,,,,,,,
466,same,Lowersif,Gonne,3,4,4,11,Grain,,,,Altran Church,Angmish,,,,,,,
467,same,Merilan,Merilan,6,5,7,18,Grain,,,,Altran Church,Angmish,,,,,,,
468,same,Mallish,Mallish,3,4,4,11,Cloth,,,,Altran Church,Angmish,,,,,,,
469,same,Germont,Germont,13,12,12,37,Iron,,,,Altran Church,Angmish,1,,,,,,
470,same,Aster,Dragonfield,6,6,7,19,Iron,,,,Altran Church,Angmish,,,,,,,
471,same,Oselham,Oselham,9,7,5,21,Instruments,,,,Altran Church,Angmish,,,,,,,
472,same,Casineld,Casineld,5,5,5,15,Livestock,,,,Altran Church,Angmish,,,,,,,
473,same,Haunton,Haunton,8,6,6,20,Livestock,,,,Altran Church,Angmish,,,,,,,
474,same,Krochil,Bellyne,4,4,4,12,Livestock,,,,Altran Church,Angmish,,,,,,,
475,same,Churling,Churlingham,10,11,8,29,Beer,,,,Altran Church,Angmish,,1,,,,,
476,same,Battleford,Treason Hall,6,5,11,22,Iron,,,,Altran Church,Aldon,1,,,,,,
477,same,Elfall,Basken,1,1,3,5,Wool,,,,Blood Cult,Rossing,,,,,,,
478,same,Glen Hills,Kurtly,2,2,4,8,Wool,,,,Altran Church,Rossing,1,,,,,,
479,same,Alloweiss,Alloweiss,6,10,5,21,Glass,,,,Altran Church,Aldon,,,,,,,
480,same,Edden Hills,Broadly,4,4,4,12,Naval Supplies,,,,Altran Church,Aldon,,,,,,,
481,same,Eshire,Elderweigh,5,6,6,17,Paper,,,,Altran Church,Rossing,,,,,,,
482,same,Gothram,Gothram,9,6,9,24,Beer,,,,Altran Church,Rossing,1,,,,,,
483,same,Ralvan,Neckeryre,4,3,3,10,Horses,,,,Altran Church,Rossing,,,,,,,
484,same,Glenbrooke,Glenbrooke,11,12,16,39,Horses,,,,Altran Church,Rossing,1,,,,,,
485,same,Leternshire,Paras,4,5,5,14,Horses,,,,Altran Church,Rossing,,,,,,,
486,same,Norwikk,Norwikk,14,11,12,37,Cloth,,,,Altran Church,Rossing,1,1,,,,,
487,same,Massex,Jevitch,5,4,6,15,Grain,,,,Altran Church,Rossing,,,,,,,
488,same,Utterburgh,Cainburre,3,3,3,9,Grain,,,,Altran Church,Rossing,,,,,,,
489,same,Mosserlis,Mosserlis,4,5,4,13,Grain,,,,Altran Church,Rossing,,,,,,,
490,same,North Weald,Livren,2,2,2,6,Naval Supplies,,,,Altran Church,Wealder,,,,,,,
491,same,Treemont,Kyre,2,3,2,7,Naval Supplies,,,,Altran Church,Wealder,,,,,,,
492,same,Murhold,Olden,3,2,2,7,fur,,,,Altran Church,Wealder,,,,,,,
493,same,West Weald,Byris,2,2,1,5,fur,,,,Altran Church,Wealder,,,,,,,
494,same,Tinderwood,Tinderwood Village,5,4,2,11,Naval Supplies,,,,Altran Church,Wealder,,,,,,,
495,same,Murwood,Kaelsten,3,4,2,9,Herbs,,,,Altran Church,Wealder,,,,,,,
496,same,Nonne,Nonaddy,2,4,1,7,blue_copper,,,,Altran Church,Wealder,,,,,,,
497,same,Keywick,Keywick,7,7,7,21,Grain,,,,Altran Church,Lockan,,,,,,,
498,same,Southstead,Southfarm,5,8,5,18,Grain,,,,Altran Church,Lockan,,,,,,,
499,same,Borne,Borne,12,11,11,34,Beer,,,,Altran Church,Lockan,1,1,,,,,
500,same,Mayshire,Mayton,6,5,5,16,Grain,,,,Altran Church,Lockan,,,,,,,
501,same,Elbrose,Elbrose,9,8,9,26,Grain,,,,Altran Church,Lockan,,,,,,,
502,same,South Greyswood,Behest,1,1,1,3,fur,,,,Altran Church,Nordic,,,,,,,
